2026-02-27 01:46:00,256 - LondonAlert - INFO - 🚀 Starting London Open Price Watcher for BTC/USD
2026-02-28 05:33:53,845 - LondonAlert - INFO - 💎 BTC Current Price: $63,742.01
2026-02-28 05:34:08,905 - LondonAlert - INFO - 💎 BTC Current Price: $63,743.81
2026-02-28 05:34:24,029 - LondonAlert - INFO - 💎 BTC Current Price: $63,760.00
2026-02-28 05:34:39,140 - LondonAlert - INFO - 💎 BTC Current Price: $63,762.00
2026-02-28 05:34:54,244 - LondonAlert - INFO - 💎 BTC Current Price: $63,741.29
2026-02-28 05:35:09,338 - LondonAlert - INFO - 💎 BTC Current Price: $63,722.76
2026-02-28 05:35:24,470 - LondonAlert - INFO - 💎 BTC Current Price: $63,722.68
2026-02-28 05:35:39,575 - LondonAlert - INFO - 💎 BTC Current Price: $63,712.57
2026-02-28 05:35:54,684 - LondonAlert - INFO - 💎 BTC Current Price: $63,712.27
2026-02-28 05:36:09,789 - LondonAlert - INFO - 💎 BTC Current Price: $63,693.13
2026-02-28 05:36:24,894 - LondonAlert - INFO - 💎 BTC Current Price: $63,611.03
2026-02-28 05:36:39,950 - LondonAlert - INFO - 💎 BTC Current Price: $63,627.35
2026-02-28 05:36:55,053 - LondonAlert - INFO - 💎 BTC Current Price: $63,655.78
2026-02-28 05:37:10,214 - LondonAlert - INFO - 💎 BTC Current Price: $63,630.51
2026-02-28 05:37:25,318 - LondonAlert - INFO - 💎 BTC Current Price: $63,617.53
2026-02-28 05:37:40,430 - LondonAlert - INFO - 💎 BTC Current Price: $63,563.83
2026-02-28 05:37:55,531 - LondonAlert - INFO - 💎 BTC Current Price: $63,585.99
2026-02-28 05:38:10,648 - LondonAlert - INFO - 💎 BTC Current Price: $63,646.38
2026-02-28 05:38:25,759 - LondonAlert - INFO - 💎 BTC Current Price: $63,646.53
2026-02-28 05:38:40,857 - LondonAlert - INFO - 💎 BTC Current Price: $63,630.21
2026-02-28 05:38:55,957 - LondonAlert - INFO - 💎 BTC Current Price: $63,638.72
2026-02-28 05:39:11,089 - LondonAlert - INFO - 💎 BTC Current Price: $63,645.99
2026-02-28 05:39:26,194 - LondonAlert - INFO - 💎 BTC Current Price: $63,645.99
2026-02-28 05:39:41,297 - LondonAlert - INFO - 💎 BTC Current Price: $63,635.89
2026-02-28 05:39:56,447 - LondonAlert - INFO - 💎 BTC Current Price: $63,644.40
2026-02-28 05:40:11,568 - LondonAlert - INFO - 💎 BTC Current Price: $63,638.73
2026-02-28 05:40:26,622 - LondonAlert - INFO - 💎 BTC Current Price: $63,630.21
2026-02-28 05:40:41,721 - LondonAlert - INFO - 💎 BTC Current Price: $63,613.17
2026-02-28 05:40:56,822 - LondonAlert - INFO - 💎 BTC Current Price: $63,613.97
2026-02-28 05:41:11,914 - LondonAlert - INFO - 💎 BTC Current Price: $63,604.64
2026-02-28 05:41:27,013 - LondonAlert - INFO - 💎 BTC Current Price: $63,601.80
2026-02-28 05:41:42,112 - LondonAlert - INFO - 💎 BTC Current Price: $63,605.99
2026-02-28 05:41:57,238 - LondonAlert - INFO - 💎 BTC Current Price: $63,642.02
2026-02-28 05:42:12,338 - LondonAlert - INFO - 💎 BTC Current Price: $63,638.85
2026-02-28 05:42:27,473 - LondonAlert - INFO - 💎 BTC Current Price: $63,635.77
2026-02-28 05:42:42,580 - LondonAlert - INFO - 💎 BTC Current Price: $63,650.09
2026-02-28 05:42:57,677 - LondonAlert - INFO - 💎 BTC Current Price: $63,650.08
2026-02-28 05:43:12,781 - LondonAlert - INFO - 💎 BTC Current Price: $63,630.01
2026-02-28 05:43:27,839 - LondonAlert - INFO - 💎 BTC Current Price: $63,607.48
2026-02-28 05:43:42,899 - LondonAlert - INFO - 💎 BTC Current Price: $63,632.48
2026-02-28 05:43:58,021 - LondonAlert - INFO - 💎 BTC Current Price: $63,632.01
2026-02-28 05:44:13,124 - LondonAlert - INFO - 💎 BTC Current Price: $63,625.08
2026-02-28 05:44:28,220 - LondonAlert - INFO - 💎 BTC Current Price: $63,622.80
2026-02-28 05:44:43,331 - LondonAlert - INFO - 💎 BTC Current Price: $63,610.46
2026-02-28 05:44:58,428 - LondonAlert - INFO - 💎 BTC Current Price: $63,622.47
2026-02-28 05:45:13,522 - LondonAlert - INFO - 💎 BTC Current Price: $63,610.66
2026-02-28 05:45:28,621 - LondonAlert - INFO - 💎 BTC Current Price: $63,610.66
2026-02-28 05:45:43,718 - LondonAlert - INFO - 💎 BTC Current Price: $63,610.66
2026-02-28 05:45:58,817 - LondonAlert - INFO - 💎 BTC Current Price: $63,610.65
2026-02-28 05:46:13,921 - LondonAlert - INFO - 💎 BTC Current Price: $63,638.70
2026-02-28 05:46:29,021 - LondonAlert - INFO - 💎 BTC Current Price: $63,627.37
2026-02-28 05:46:44,117 - LondonAlert - INFO - 💎 BTC Current Price: $63,636.38
2026-02-28 05:46:59,218 - LondonAlert - INFO - 💎 BTC Current Price: $63,623.29
2026-02-28 05:47:14,318 - LondonAlert - INFO - 💎 BTC Current Price: $63,568.00
2026-02-28 05:47:29,441 - LondonAlert - INFO - 💎 BTC Current Price: $63,567.72
2026-02-28 05:47:44,544 - LondonAlert - INFO - 💎 BTC Current Price: $63,573.41
2026-02-28 05:47:59,673 - LondonAlert - INFO - 💎 BTC Current Price: $63,580.03
2026-02-28 05:48:14,767 - LondonAlert - INFO - 💎 BTC Current Price: $63,559.54
2026-02-28 05:48:29,865 - LondonAlert - INFO - 💎 BTC Current Price: $63,552.00
2026-02-28 06:39:31,488 - LondonAlert - INFO - 💎 BTC Current Price: $63,999.00
2026-02-28 07:15:24,345 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772277023&end=1772277323). Falling back to yfinance.
2026-02-28 07:15:24,662 - LondonAlert - INFO - 💎 BTC Current Price: $64,110.07
2026-02-28 07:15:59,057 - LondonAlert - INFO - 💎 BTC Current Price: $64,101.64
2026-02-28 07:31:45,510 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772278005&end=1772278305). Falling back to yfinance.
2026-02-28 07:31:45,841 - LondonAlert - INFO - 💎 BTC Current Price: $64,267.15
2026-02-28 08:07:28,792 - LondonAlert - INFO - 💎 BTC Current Price: $63,891.63
2026-02-28 08:50:03,970 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772282703&end=1772283003). Falling back to yfinance.
2026-02-28 08:50:04,454 - LondonAlert - INFO - 💎 BTC Current Price: $63,957.13
2026-02-28 09:23:30,121 - LondonAlert - INFO - 💎 BTC Current Price: $64,044.85
2026-02-28 09:51:09,540 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772286369&end=1772286669). Falling back to yfinance.
2026-02-28 09:51:09,882 - LondonAlert - INFO - 💎 BTC Current Price: $64,205.95
2026-02-28 10:41:00,197 - LondonAlert - INFO - 💎 BTC Current Price: $65,050.21
2026-02-28 11:24:26,875 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772290957&end=1772291257). Falling back to yfinance.
2026-02-28 11:24:27,281 - LondonAlert - INFO - 💎 BTC Current Price: $64,442.54
2026-02-28 11:31:57,262 - LondonAlert - INFO - 💎 BTC Current Price: $64,678.16
2026-02-28 11:53:07,777 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772293687&end=1772293987). Falling back to yfinance.
2026-02-28 11:53:08,092 - LondonAlert - INFO - 💎 BTC Current Price: $64,845.13
2026-02-28 12:21:45,596 - LondonAlert - INFO - 💎 BTC Current Price: $64,852.00
2026-02-28 12:39:26,892 - src.engines.smc_scanner - WARNING - CCXT Fetch failed for BTC/USD (coinbase GET https://api.coinbase.com/api/v3/brokerage/market/products/BTC-USD/candles?granularity=ONE_MINUTE&start=1772296466&end=1772296766). Falling back to yfinance.
2026-02-28 12:39:27,153 - LondonAlert - INFO - 💎 BTC Current Price: $64,924.22
2026-02-28 12:39:42,353 - LondonAlert - INFO - 💎 BTC Current Price: $64,903.65
2026-02-28 12:39:57,451 - LondonAlert - INFO - 💎 BTC Current Price: $64,916.65
2026-02-28 12:40:12,568 - LondonAlert - INFO - 💎 BTC Current Price: $64,933.77
2026-02-28 12:40:27,693 - LondonAlert - INFO - 💎 BTC Current Price: $64,947.96
2026-02-28 12:40:42,797 - LondonAlert - INFO - 💎 BTC Current Price: $64,954.56
2026-02-28 12:40:57,896 - LondonAlert - INFO - 💎 BTC Current Price: $64,954.56
2026-02-28 12:41:13,006 - LondonAlert - INFO - 💎 BTC Current Price: $64,962.81
2026-02-28 12:41:28,109 - LondonAlert - INFO - 💎 BTC Current Price: $64,967.62
2026-02-28 12:41:43,214 - LondonAlert - INFO - 💎 BTC Current Price: $64,970.61
2026-02-28 12:41:58,311 - LondonAlert - INFO - 💎 BTC Current Price: $64,992.27
2026-02-28 12:42:13,411 - LondonAlert - INFO - 💎 BTC Current Price: $65,001.92
2026-02-28 12:42:28,533 - LondonAlert - INFO - 💎 BTC Current Price: $65,030.09
2026-02-28 12:42:43,642 - LondonAlert - INFO - 💎 BTC Current Price: $65,098.00
2026-02-28 12:42:58,700 - LondonAlert - INFO - 💎 BTC Current Price: $65,084.29
2026-02-28 12:43:13,809 - LondonAlert - INFO - 💎 BTC Current Price: $65,133.17
2026-02-28 12:43:28,913 - LondonAlert - INFO - 💎 BTC Current Price: $65,158.13
2026-02-28 12:43:44,022 - LondonAlert - INFO - 💎 BTC Current Price: $65,120.65
2026-02-28 12:43:59,122 - LondonAlert - INFO - 💎 BTC Current Price: $65,114.68
2026-02-28 12:44:14,249 - LondonAlert - INFO - 💎 BTC Current Price: $65,121.02
2026-02-28 12:44:29,351 - LondonAlert - INFO - 💎 BTC Current Price: $65,143.92
2026-02-28 12:44:44,451 - LondonAlert - INFO - 💎 BTC Current Price: $65,163.80
2026-02-28 12:44:59,553 - LondonAlert - INFO - 💎 BTC Current Price: $65,169.49
2026-02-28 12:45:14,653 - LondonAlert - INFO - 💎 BTC Current Price: $65,194.86
2026-02-28 12:45:29,746 - LondonAlert - INFO - 💎 BTC Current Price: $65,152.96
2026-02-28 12:45:44,848 - LondonAlert - INFO - 💎 BTC Current Price: $65,136.62
2026-02-28 12:45:59,958 - LondonAlert - INFO - 💎 BTC Current Price: $65,125.38
2026-02-28 12:46:15,016 - LondonAlert - INFO - 💎 BTC Current Price: $65,086.00
2026-02-28 12:46:30,149 - LondonAlert - INFO - 💎 BTC Current Price: $65,062.29
2026-02-28 12:46:45,281 - LondonAlert - INFO - 💎 BTC Current Price: $65,062.00
2026-02-28 12:47:00,364 - LondonAlert - INFO - 💎 BTC Current Price: $65,084.65
2026-02-28 12:47:15,482 - LondonAlert - INFO - 💎 BTC Current Price: $65,060.00
2026-02-28 12:47:30,584 - LondonAlert - INFO - 💎 BTC Current Price: $65,098.47
2026-02-28 12:47:45,719 - LondonAlert - INFO - 💎 BTC Current Price: $65,086.41
2026-02-28 12:48:00,786 - LondonAlert - INFO - 💎 BTC Current Price: $65,098.48
2026-02-28 12:48:15,849 - LondonAlert - INFO - 💎 BTC Current Price: $65,101.31
2026-02-28 12:48:30,957 - LondonAlert - INFO - 💎 BTC Current Price: $65,097.11
2026-02-28 12:48:46,067 - LondonAlert - INFO - 💎 BTC Current Price: $65,085.99
2026-02-28 12:49:01,177 - LondonAlert - INFO - 💎 BTC Current Price: $65,082.00
2026-02-28 12:49:16,312 - LondonAlert - INFO - 💎 BTC Current Price: $65,053.05
2026-02-28 12:49:31,440 - LondonAlert - INFO - 💎 BTC Current Price: $65,058.93
2026-02-28 12:49:46,541 - LondonAlert - INFO - 💎 BTC Current Price: $65,067.24
2026-02-28 12:50:01,678 - LondonAlert - INFO - 💎 BTC Current Price: $65,070.62
2026-02-28 12:50:16,806 - LondonAlert - INFO - 💎 BTC Current Price: $65,099.99
2026-02-28 12:50:31,898 - LondonAlert - INFO - 💎 BTC Current Price: $65,066.85
2026-02-28 12:50:47,010 - LondonAlert - INFO - 💎 BTC Current Price: $65,064.28
2026-02-28 12:51:02,117 - LondonAlert - INFO - 💎 BTC Current Price: $65,031.02
2026-02-28 12:51:17,230 - LondonAlert - INFO - 💎 BTC Current Price: $65,033.98
2026-02-28 12:51:32,371 - LondonAlert - INFO - 💎 BTC Current Price: $65,031.90
2026-02-28 12:51:47,482 - LondonAlert - INFO - 💎 BTC Current Price: $65,032.08
2026-02-28 12:52:02,540 - LondonAlert - INFO - 💎 BTC Current Price: $65,046.04
2026-02-28 12:52:17,644 - LondonAlert - INFO - 💎 BTC Current Price: $65,048.78
2026-02-28 12:52:32,743 - LondonAlert - INFO - 💎 BTC Current Price: $65,061.76
2026-02-28 12:52:47,837 - LondonAlert - INFO - 💎 BTC Current Price: $65,070.01
2026-02-28 12:53:02,895 - LondonAlert - INFO - 💎 BTC Current Price: $65,080.23
2026-02-28 12:53:18,027 - LondonAlert - INFO - 💎 BTC Current Price: $65,067.25
2026-02-28 12:53:33,127 - LondonAlert - INFO - 💎 BTC Current Price: $65,070.89
2026-02-28 12:53:48,241 - LondonAlert - INFO - 💎 BTC Current Price: $65,053.05
2026-02-28 12:54:03,361 - LondonAlert - INFO - 💎 BTC Current Price: $65,064.35
2026-02-28 12:54:18,460 - LondonAlert - INFO - 💎 BTC Current Price: $65,071.97
2026-02-28 12:54:33,556 - LondonAlert - INFO - 💎 BTC Current Price: $65,085.41
2026-02-28 12:54:48,669 - LondonAlert - INFO - 💎 BTC Current Price: $65,081.45
2026-02-28 12:55:03,722 - LondonAlert - INFO - 💎 BTC Current Price: $65,094.00
2026-02-28 12:55:18,829 - LondonAlert - INFO - 💎 BTC Current Price: $65,055.90
2026-02-28 12:55:33,940 - LondonAlert - INFO - 💎 BTC Current Price: $65,044.53
2026-02-28 12:55:49,051 - LondonAlert - INFO - 💎 BTC Current Price: $65,065.21
2026-02-28 12:56:04,170 - LondonAlert - INFO - 💎 BTC Current Price: $65,080.97
2026-02-28 12:56:19,266 - LondonAlert - INFO - 💎 BTC Current Price: $65,118.00
2026-02-28 12:56:34,387 - LondonAlert - INFO - 💎 BTC Current Price: $65,135.41
2026-02-28 12:56:49,487 - LondonAlert - INFO - 💎 BTC Current Price: $65,142.64
2026-02-28 12:57:04,597 - LondonAlert - INFO - 💎 BTC Current Price: $65,160.97
2026-02-28 12:57:19,724 - LondonAlert - INFO - 💎 BTC Current Price: $65,158.16
2026-02-28 12:57:34,821 - LondonAlert - INFO - 💎 BTC Current Price: $65,133.03
2026-02-28 12:57:49,931 - LondonAlert - INFO - 💎 BTC Current Price: $65,124.05
2026-02-28 12:58:05,054 - LondonAlert - INFO - 💎 BTC Current Price: $65,140.29
2026-02-28 12:58:20,154 - LondonAlert - INFO - 💎 BTC Current Price: $65,144.57
2026-02-28 12:58:35,270 - LondonAlert - INFO - 💎 BTC Current Price: $65,154.57
2026-02-28 12:58:50,371 - LondonAlert - INFO - 💎 BTC Current Price: $65,152.86
2026-02-28 12:59:05,471 - LondonAlert - INFO - 💎 BTC Current Price: $65,131.11
2026-02-28 12:59:20,569 - LondonAlert - INFO - 💎 BTC Current Price: $65,120.87
2026-02-28 12:59:35,671 - LondonAlert - INFO - 💎 BTC Current Price: $65,110.18
2026-02-28 12:59:50,729 - LondonAlert - INFO - 💎 BTC Current Price: $65,101.19
2026-02-28 13:00:05,826 - LondonAlert - INFO - 💎 BTC Current Price: $65,094.62
2026-02-28 13:00:20,967 - LondonAlert - INFO - 💎 BTC Current Price: $65,095.90
2026-02-28 13:00:36,067 - LondonAlert - INFO - 💎 BTC Current Price: $65,090.46
2026-02-28 13:00:51,169 - LondonAlert - INFO - 💎 BTC Current Price: $65,096.23
2026-02-28 13:01:06,301 - LondonAlert - INFO - 💎 BTC Current Price: $65,096.65
2026-02-28 13:01:21,407 - LondonAlert - INFO - 💎 BTC Current Price: $65,088.45
2026-02-28 13:01:36,511 - LondonAlert - INFO - 💎 BTC Current Price: $65,080.94
2026-02-28 13:01:51,623 - LondonAlert - INFO - 💎 BTC Current Price: $65,075.23
2026-02-28 13:02:06,761 - LondonAlert - INFO - 💎 BTC Current Price: $65,068.89
2026-02-28 13:02:21,867 - LondonAlert - INFO - 💎 BTC Current Price: $65,071.04
2026-02-28 13:02:36,974 - LondonAlert - INFO - 💎 BTC Current Price: $65,072.70
2026-02-28 13:02:52,077 - LondonAlert - INFO - 💎 BTC Current Price: $65,070.05
2026-02-28 13:03:07,168 - LondonAlert - INFO - 💎 BTC Current Price: $65,067.65
2026-02-28 13:03:22,271 - LondonAlert - INFO - 💎 BTC Current Price: $65,031.07
2026-02-28 13:03:37,377 - LondonAlert - INFO - 💎 BTC Current Price: $65,042.23
2026-02-28 13:03:52,510 - LondonAlert - INFO - 💎 BTC Current Price: $65,018.20
2026-02-28 13:04:07,570 - LondonAlert - INFO - 💎 BTC Current Price: $65,023.99
2026-02-28 13:04:22,670 - LondonAlert - INFO - 💎 BTC Current Price: $65,034.07
2026-02-28 13:04:37,765 - LondonAlert - INFO - 💎 BTC Current Price: $65,026.90
2026-02-28 13:04:52,877 - LondonAlert - INFO - 💎 BTC Current Price: $65,030.90
2026-02-28 13:05:07,935 - LondonAlert - INFO - 💎 BTC Current Price: $65,040.00
2026-02-28 13:05:23,050 - LondonAlert - INFO - 💎 BTC Current Price: $65,055.88
2026-02-28 13:05:38,162 - LondonAlert - INFO - 💎 BTC Current Price: $65,056.00
2026-02-28 13:05:53,279 - LondonAlert - INFO - 💎 BTC Current Price: $65,041.98
2026-02-28 13:06:08,385 - LondonAlert - INFO - 💎 BTC Current Price: $65,050.01
2026-02-28 13:06:23,462 - LondonAlert - INFO - 💎 BTC Current Price: $65,057.00
2026-02-28 13:06:38,592 - LondonAlert - INFO - 💎 BTC Current Price: $65,053.05
2026-02-28 13:06:53,703 - LondonAlert - INFO - 💎 BTC Current Price: $65,014.10
2026-02-28 13:07:08,805 - LondonAlert - INFO - 💎 BTC Current Price: $65,001.91
2026-02-28 13:07:23,907 - LondonAlert - INFO - 💎 BTC Current Price: $65,021.16
2026-02-28 13:07:39,008 - LondonAlert - INFO - 💎 BTC Current Price: $65,016.14
2026-02-28 13:07:54,109 - LondonAlert - INFO - 💎 BTC Current Price: $64,997.06
2026-02-28 13:08:09,218 - LondonAlert - INFO - 💎 BTC Current Price: $65,001.77
2026-02-28 13:08:24,348 - LondonAlert - INFO - 💎 BTC Current Price: $65,013.26
2026-02-28 13:08:39,482 - LondonAlert - INFO - 💎 BTC Current Price: $64,990.57
2026-02-28 13:08:54,581 - LondonAlert - INFO - 💎 BTC Current Price: $65,028.00
2026-02-28 13:09:09,698 - LondonAlert - INFO - 💎 BTC Current Price: $65,044.52
2026-02-28 13:09:24,801 - LondonAlert - INFO - 💎 BTC Current Price: $65,011.99
2026-02-28 13:09:39,859 - LondonAlert - INFO - 💎 BTC Current Price: $65,002.72
2026-02-28 13:09:54,982 - LondonAlert - INFO - 💎 BTC Current Price: $65,000.01
2026-02-28 13:10:10,082 - LondonAlert - INFO - 💎 BTC Current Price: $65,001.62
2026-02-28 13:10:25,192 - LondonAlert - INFO - 💎 BTC Current Price: $64,996.00
2026-02-28 13:10:40,296 - LondonAlert - INFO - 💎 BTC Current Price: $65,020.92
2026-02-28 13:10:55,406 - LondonAlert - INFO - 💎 BTC Current Price: $65,020.93
2026-02-28 13:11:10,510 - LondonAlert - INFO - 💎 BTC Current Price: $65,004.77
2026-02-28 13:11:25,644 - LondonAlert - INFO - 💎 BTC Current Price: $64,990.57
2026-02-28 13:11:40,748 - LondonAlert - INFO - 💎 BTC Current Price: $65,017.99
2026-02-28 13:11:55,854 - LondonAlert - INFO - 💎 BTC Current Price: $65,022.00
2026-02-28 13:12:10,957 - LondonAlert - INFO - 💎 BTC Current Price: $65,018.00
2026-02-28 13:12:26,064 - LondonAlert - INFO - 💎 BTC Current Price: $65,009.99
2026-02-28 13:12:41,235 - LondonAlert - INFO - 💎 BTC Current Price: $65,021.80
2026-02-28 13:12:56,348 - LondonAlert - INFO - 💎 BTC Current Price: $65,038.83
2026-02-28 13:13:11,458 - LondonAlert - INFO - 💎 BTC Current Price: $65,014.21
2026-02-28 13:13:26,558 - LondonAlert - INFO - 💎 BTC Current Price: $65,011.94
2026-02-28 13:13:41,784 - LondonAlert - INFO - 💎 BTC Current Price: $65,014.00
2026-02-28 13:13:56,894 - LondonAlert - INFO - 💎 BTC Current Price: $65,014.00
2026-02-28 13:14:11,998 - LondonAlert - INFO - 💎 BTC Current Price: $65,000.01
2026-02-28 13:14:27,124 - LondonAlert - INFO - 💎 BTC Current Price: $64,945.13
2026-02-28 13:14:42,233 - LondonAlert - INFO - 💎 BTC Current Price: $64,942.29
2026-02-28 13:14:57,338 - LondonAlert - INFO - 💎 BTC Current Price: $64,942.54
2026-02-28 13:15:12,467 - LondonAlert - INFO - 💎 BTC Current Price: $64,954.92
2026-02-28 13:15:27,567 - LondonAlert - INFO - 💎 BTC Current Price: $64,973.19
2026-02-28 13:15:42,661 - LondonAlert - INFO - 💎 BTC Current Price: $64,990.54
2026-02-28 13:15:57,761 - LondonAlert - INFO - 💎 BTC Current Price: $65,005.99
2026-02-28 13:16:12,870 - LondonAlert - INFO - 💎 BTC Current Price: $64,954.53
2026-02-28 13:16:27,932 - LondonAlert - INFO - 💎 BTC Current Price: $64,969.99
2026-02-28 13:16:43,058 - LondonAlert - INFO - 💎 BTC Current Price: $64,950.81
2026-02-28 13:16:58,170 - LondonAlert - INFO - 💎 BTC Current Price: $64,959.99
2026-02-28 13:17:13,274 - LondonAlert - INFO - 💎 BTC Current Price: $64,922.41
2026-02-28 13:17:28,379 - LondonAlert - INFO - 💎 BTC Current Price: $64,913.88
2026-02-28 13:17:43,485 - LondonAlert - INFO - 💎 BTC Current Price: $64,934.00
2026-02-28 13:17:58,593 - LondonAlert - INFO - 💎 BTC Current Price: $64,915.19
2026-02-28 13:18:13,705 - LondonAlert - INFO - 💎 BTC Current Price: $64,935.75
2026-02-28 13:18:28,818 - LondonAlert - INFO - 💎 BTC Current Price: $64,938.43
2026-02-28 13:18:43,915 - LondonAlert - INFO - 💎 BTC Current Price: $64,930.77
2026-02-28 13:18:59,019 - LondonAlert - INFO - 💎 BTC Current Price: $64,933.01
2026-02-28 13:19:14,136 - LondonAlert - INFO - 💎 BTC Current Price: $64,939.64
2026-02-28 13:19:29,241 - LondonAlert - INFO - 💎 BTC Current Price: $64,939.30
2026-02-28 13:19:44,351 - LondonAlert - INFO - 💎 BTC Current Price: $64,942.84
2026-02-28 13:19:59,496 - LondonAlert - INFO - 💎 BTC Current Price: $64,942.29
2026-02-28 13:20:14,603 - LondonAlert - INFO - 💎 BTC Current Price: $64,921.99
2026-02-28 13:20:29,724 - LondonAlert - INFO - 💎 BTC Current Price: $64,912.23
2026-02-28 13:20:44,834 - LondonAlert - INFO - 💎 BTC Current Price: $64,915.50
2026-02-28 13:20:59,951 - LondonAlert - INFO - 💎 BTC Current Price: $64,901.66
2026-02-28 13:21:15,057 - LondonAlert - INFO - 💎 BTC Current Price: $64,909.86
2026-02-28 13:21:30,158 - LondonAlert - INFO - 💎 BTC Current Price: $64,901.65
2026-02-28 13:21:45,256 - LondonAlert - INFO - 💎 BTC Current Price: $64,907.18
2026-02-28 13:22:00,321 - LondonAlert - INFO - 💎 BTC Current Price: $64,916.72
2026-02-28 13:22:15,422 - LondonAlert - INFO - 💎 BTC Current Price: $64,944.00
2026-02-28 13:22:30,528 - LondonAlert - INFO - 💎 BTC Current Price: $64,931.61
2026-02-28 13:22:45,655 - LondonAlert - INFO - 💎 BTC Current Price: $64,925.98
2026-02-28 13:23:00,717 - LondonAlert - INFO - 💎 BTC Current Price: $64,965.00
2026-02-28 13:23:15,775 - LondonAlert - INFO - 💎 BTC Current Price: $64,970.69
2026-02-28 13:23:30,876 - LondonAlert - INFO - 💎 BTC Current Price: $64,988.45
2026-02-28 13:23:45,978 - LondonAlert - INFO - 💎 BTC Current Price: $64,990.00
2026-02-28 13:24:01,033 - LondonAlert - INFO - 💎 BTC Current Price: $65,001.92
2026-02-28 13:24:16,134 - LondonAlert - INFO - 💎 BTC Current Price: $64,970.72
2026-02-28 13:24:31,238 - LondonAlert - INFO - 💎 BTC Current Price: $65,001.91
2026-02-28 13:24:46,391 - LondonAlert - INFO - 💎 BTC Current Price: $65,003.16
2026-02-28 13:25:01,508 - LondonAlert - INFO - 💎 BTC Current Price: $65,003.53
2026-02-28 13:25:16,609 - LondonAlert - INFO - 💎 BTC Current Price: $65,028.00
2026-02-28 13:25:31,713 - LondonAlert - INFO - 💎 BTC Current Price: $65,094.00
2026-02-28 13:25:46,827 - LondonAlert - INFO - 💎 BTC Current Price: $65,115.52
2026-02-28 13:26:01,930 - LondonAlert - INFO - 💎 BTC Current Price: $65,109.84
2026-02-28 13:26:16,996 - LondonAlert - INFO - 💎 BTC Current Price: $65,134.00
2026-02-28 13:26:32,117 - LondonAlert - INFO - 💎 BTC Current Price: $65,082.64
2026-02-28 13:26:47,220 - LondonAlert - INFO - 💎 BTC Current Price: $65,102.00
2026-02-28 13:27:02,370 - LondonAlert - INFO - 💎 BTC Current Price: $65,091.96
2026-02-28 13:27:17,470 - LondonAlert - INFO - 💎 BTC Current Price: $65,100.34
2026-02-28 13:27:32,575 - LondonAlert - INFO - 💎 BTC Current Price: $65,064.41
2026-02-28 13:27:47,680 - LondonAlert - INFO - 💎 BTC Current Price: $65,082.00
2026-02-28 13:28:02,744 - LondonAlert - INFO - 💎 BTC Current Price: $65,067.30
2026-02-28 13:28:17,892 - LondonAlert - INFO - 💎 BTC Current Price: $65,061.54
2026-02-28 13:28:33,015 - LondonAlert - INFO - 💎 BTC Current Price: $65,036.61
2026-02-28 13:28:48,131 - LondonAlert - INFO - 💎 BTC Current Price: $65,047.34
2026-02-28 13:29:03,247 - LondonAlert - INFO - 💎 BTC Current Price: $65,053.04
2026-02-28 13:29:18,368 - LondonAlert - INFO - 💎 BTC Current Price: $65,040.01
2026-02-28 13:29:33,529 - LondonAlert - INFO - 💎 BTC Current Price: $65,061.55
2026-02-28 13:29:48,635 - LondonAlert - INFO - 💎 BTC Current Price: $65,069.99
2026-02-28 13:30:03,744 - LondonAlert - INFO - 💎 BTC Current Price: $65,106.00
2026-02-28 13:30:18,842 - LondonAlert - INFO - 💎 BTC Current Price: $65,102.00
2026-02-28 13:30:33,938 - LondonAlert - INFO - 💎 BTC Current Price: $65,102.93
2026-02-28 13:30:49,118 - LondonAlert - INFO - 💎 BTC Current Price: $65,130.01
2026-02-28 13:31:04,218 - LondonAlert - INFO - 💎 BTC Current Price: $65,133.24
2026-02-28 13:31:19,329 - LondonAlert - INFO - 💎 BTC Current Price: $65,123.90
2026-02-28 13:31:34,430 - LondonAlert - INFO - 💎 BTC Current Price: $65,115.53
2026-02-28 13:31:49,537 - LondonAlert - INFO - 💎 BTC Current Price: $65,137.78
2026-02-28 13:32:04,639 - LondonAlert - INFO - 💎 BTC Current Price: $65,167.98
2026-02-28 13:32:19,740 - LondonAlert - INFO - 💎 BTC Current Price: $65,181.97
